No;Branch_Code;Original_Name;Name;Generation;Height;Weight;Type1;Type2;Ability1;Ability2;Ability_Hidden;Color;Gender_Male;Gender_Female;Gender_Unknown;Egg_Steps;Egg_Group1;Egg_Group2;Get_Rate;Base_Experience;Experience_Type;Category;Mechanic;Region_Form;HP;Attack;Defense;SP_Attack;SP_Defense;Speed;Total;E_HP;E_Attack;E_Defense;E_SP_Attack;E_SP_Defense;E_Speed;Set;Card_Number;Have
355;355_0;Duskull;Duskull;3;0.8;15;Ghost;;Levitate;;Frisk;Black;50;50;0;25;Amorphous;;190;59;800000;Ordinary;;;20;40;90;30;90;25;295;0;0;0;0;1;0;EX Sandstorm;61;
356;356_0;Dusclops;Dusclops;3;1.6;30.6;Ghost;;Pressure;;Frisk;Black;50;50;0;25;Amorphous;;90;159;800000;Ordinary;;;40;70;130;60;130;25;455;0;0;1;0;1;0;EX Sandstorm;4;x
357;357_0;Tropius;Tropius;3;2;100;Grass;Flying;Chlorophyll;Solar Power;Harvest;Green;50;50;0;25;Monster;Grass;200;161;1250000;Ordinary;;;99;68;83;72;87;51;460;2;0;0;0;0;0;EX Hidden Legends;27;x
358;358_0;Chimecho;Chimecho;3;0.6;1;Psychic;;Levitate;;;Blue;50;50;0;25;Amorphous;;45;159;800000;Ordinary;;;75;50;80;95;90;65;455;0;0;0;1;1;0;EX Hidden Legends;17;x
358;358_1;Chimecho;Mega Chimecho;3;1.2;8;Psychic;Steel;;;;Blue;50;50;0;25;Amorphous;;45;159;800000;Ordinary;Mega;;;;;;;;;;;;;;;;;
359;359_2;Absol;Mega Absol Z;3;1.2;49;Dark;Ghost;Magic Bounce;;;White;50;50;0;25;Ground;;30;198;1059860;Ordinary;Mega;;65;150;60;115;60;115;565;0;2;0;0;0;0;XY Black Star Promos;XY63;
359;359_1;Absol;Mega Absol;3;1.2;49;Dark;;Magic Bounce;;;White;50;50;0;25;Ground;;30;198;1059860;Ordinary;Mega;;65;150;60;115;60;115;565;0;2;0;0;0;0;XY Black Star Promos;XY63;
359;359_0;Absol;Absol;3;1.2;47;Dark;;Pressure;Super Luck;Justified;White;50;50;0;25;Ground;;30;163;1059860;Ordinary;;;65;130;60;75;60;75;465;0;2;0;0;0;0;EX Dragon;1;
360;360_0;Wynaut;Wynaut;3;0.6;14;Psychic;;Shadow Tag;;Telepathy;Blue;50;50;0;20;Undiscovered;;125;52;1000000;Ordinary;;;95;23;48;23;48;23;260;1;0;0;0;0;0;EX Sandstorm;54;x
361;361_0;Snorunt;Snorunt;3;0.7;16.8;Ice;;Inner Focus;Ice Body;Moody;Gray;50;50;0;20;Fairy;Mineral;190;60;1000000;Ordinary;;;50;50;50;50;50;50;300;1;0;0;0;0;0;EX Hidden Legends;73;x
362;362_1;Glalie;Mega Glalie;3;2.1;350.2;Ice;;Refrigerate;;;Gray;50;50;0;20;Fairy;Mineral;75;203;1000000;Ordinary;Mega;;80;120;80;120;80;100;580;2;0;0;0;0;0;XY BREAKThrough;35;
362;362_0;Glalie;Glalie;3;1.5;256.5;Ice;;Inner Focus;Ice Body;Moody;Gray;50;50;0;20;Fairy;Mineral;75;168;1000000;Ordinary;;;80;80;80;80;80;80;480;2;0;0;0;0;0;EX Hidden Legends;34;x
363;363_0;Spheal;Spheal;3;0.8;39.5;Ice;Water;Thick Fat;Ice Body;Oblivious;Blue;50;50;0;20;Water1;Ground;255;58;1059860;Ordinary;;;70;40;50;55;50;25;290;1;0;0;0;0;0;EX Hidden Legends;74;x
364;364_0;Sealeo;Sealeo;3;1.1;87.6;Ice;Water;Thick Fat;Ice Body;Oblivious;Blue;50;50;0;20;Water1;Ground;120;144;1059860;Ordinary;;;90;60;70;75;70;45;410;2;0;0;0;0;0;EX Hidden Legends;47;x
365;365_0;Walrein;Walrein;3;1.4;150.6;Ice;Water;Thick Fat;Ice Body;Oblivious;Blue;50;50;0;20;Water1;Ground;45;265;1059860;Ordinary;;;110;80;90;95;90;65;530;3;0;0;0;0;0;EX Hidden Legends;15;x
366;366_0;Clamperl;Clamperl;3;0.4;52.5;Water;;Shell Armor;;Rattled;Blue;50;50;0;20;Water1;;255;69;600000;Ordinary;;;35;64;85;74;55;32;345;0;0;1;0;0;0;EX Hidden Legends;58;x
367;367_0;Huntail;Huntail;3;1.7;27;Water;;Swift Swim;;Water Veil;Blue;50;50;0;20;Water1;;60;170;600000;Ordinary;;;55;104;105;94;75;52;485;0;1;1;0;0;0;EX Hidden Legends;19;x
368;368_0;Gorebyss;Gorebyss;3;1.8;22.6;Water;;Swift Swim;;Hydration;Pink;50;50;0;20;Water1;;60;170;600000;Ordinary;;;55;84;105;114;75;52;485;0;0;0;2;0;0;EX Hidden Legends;18;x
369;369_0;Relicanth;Relicanth;3;1;23.4;Water;Rock;Swift Swim;Rock Head;Sturdy;Gray;87.5;12.5;0;40;Water1;Water2;25;170;1250000;Ordinary;;;100;90;130;45;65;55;485;1;0;1;0;0;0;EX Hidden Legends;24;x
370;370_0;Luvdisc;Luvdisc;3;0.6;8.7;Water;;Swift Swim;;Hydration;Pink;25;75;0;20;Water2;;225;116;800000;Ordinary;;;43;30;55;40;65;97;330;0;0;0;0;0;1;EX Hidden Legends;40;x
371;371_0;Bagon;Bagon;3;0.6;42.1;Dragon;;Rock Head;;Sheer Force;Blue;50;50;0;40;Dragon;;45;60;1250000;Ordinary;;;45;75;60;40;30;50;300;0;1;0;0;0;0;EX Dragon;50;x
372;372_0;Shelgon;Shelgon;3;1.1;110.5;Dragon;;Rock Head;;Overcoat;White;50;50;0;40;Dragon;;45;147;1250000;Ordinary;;;65;95;100;60;50;50;420;0;0;2;0;0;0;EX Dragon;20;x
373;373_1;Salamence;Mega Salamence;3;1.8;112.6;Dragon;Flying;Aerilate;;;Blue;50;50;0;40;Dragon;;45;315;1250000;Ordinary;Mega;;95;145;130;120;90;120;700;0;3;0;0;0;0;XY Black Star Promos;XY171;
373;373_0;Salamence;Salamence;3;1.5;102.6;Dragon;Flying;Intimidate;;Moxie;Blue;50;50;0;40;Dragon;;45;300;1250000;Ordinary;;;95;135;80;110;80;100;600;0;3;0;0;0;0;EX Dragon;19;x
374;374_0;Beldum;Beldum;3;0.6;95.2;Steel;Psychic;Clear Body;;Light Metal;Blue;0;0;100;40;Mineral;;3;60;1250000;Ordinary;;;40;55;80;35;60;30;300;0;0;1;0;0;0;EX Hidden Legends;54;x
375;375_0;Metang;Metang;3;1.2;202.5;Steel;Psychic;Clear Body;;Light Metal;Blue;0;0;100;40;Mineral;;3;147;1250000;Ordinary;;;60;75;100;55;80;50;420;0;0;2;0;0;0;EX Hidden Legends;43;x
376;376_1;Metagross;Mega Metagross;3;2.5;942.9;Steel;Psychic;Tough Claws;;;Blue;0;0;100;40;Mineral;;3;315;1250000;Ordinary;Mega;;80;145;150;105;110;110;700;0;0;3;0;0;0;XY Black Star Promos;XY35;
376;376_0;Metagross;Metagross;3;1.6;550;Steel;Psychic;Clear Body;;Light Metal;Blue;0;0;100;40;Mineral;;3;300;1250000;Ordinary;;;80;135;130;95;90;70;600;0;0;3;0;0;0;EX Hidden Legends;11;x
377;377_0;Regirock;Regirock;3;1.7;230;Rock;;Clear Body;;Sturdy;Brown;0;0;100;80;Undiscovered;;3;290;1250000;Semi-Legendary;;;80;100;200;50;100;50;580;0;0;3;0;0;0;EX Holon Phantoms;28;x
378;378_0;Regice;Regice;3;1.8;175;Ice;;Clear Body;;Ice Body;Blue;0;0;100;80;Undiscovered;;3;290;1250000;Semi-Legendary;;;80;50;100;100;200;50;580;0;0;0;0;3;0;EX Holon Phantoms;27;x
379;379_0;Registeel;Registeel;3;1.9;205;Steel;;Clear Body;;Light Metal;Gray;0;0;100;80;Undiscovered;;3;290;1250000;Semi-Legendary;;;80;75;150;75;150;50;580;0;0;2;0;1;0;EX Holon Phantoms;29;x
380;380_1;Latias;Mega Latias;3;1.8;52;Dragon;Psychic;Levitate;;;Purple;0;100;0;120;Undiscovered;;3;315;1250000;Semi-Legendary;Mega;;80;100;120;140;150;110;700;0;0;0;0;3;0;Mega Evolution;100;x
380;380_0;Latias;Latias;3;1.4;40;Dragon;Psychic;Levitate;;;Red;0;100;0;120;Undiscovered;;3;300;1250000;Semi-Legendary;;;80;80;90;110;130;110;600;0;0;0;0;3;0;EX Trainer Kit Latias Half Deck;4;x
381;381_1;Latios;Mega Latios;3;2.3;70;Dragon;Psychic;Levitate;;;Purple;100;0;0;120;Undiscovered;;3;315;1250000;Semi-Legendary;Mega;;80;130;100;160;120;110;700;0;0;0;3;0;0;XY Roaring Skies;59;
381;381_0;Latios;Latios;3;2;60;Dragon;Psychic;Levitate;;;Blue;100;0;0;120;Undiscovered;;3;300;1250000;Semi-Legendary;;;80;90;80;130;110;110;600;0;0;0;3;0;0;EX Trainer Kit Latios Half Deck;2;
382;382_1;Kyogre;Primal Kyogre;3;9.8;430;Water;;Primordial Sea;;;Blue;0;0;100;120;Undiscovered;;3;347;1250000;Legendary;Primal;;100;150;90;180;160;90;770;0;0;0;3;0;0;XY Primal Clash;55;
382;382_0;Kyogre;Kyogre;3;4.5;352;Water;;Drizzle;;;Blue;0;0;100;120;Undiscovered;;3;335;1250000;Legendary;;;100;100;90;150;140;90;670;0;0;0;3;0;0;EX Emerald;6;x
383;383_1;Groudon;Primal Groudon;3;5;999.7;Ground;Fire;Desolate Land;;;Red;0;0;100;120;Undiscovered;;3;347;1250000;Legendary;Primal;;100;180;160;150;90;90;770;0;3;0;0;0;0;XY Primal Clash;86;
383;383_0;Groudon;Groudon;3;3.5;950;Ground;;Drought;;;Red;0;0;100;120;Undiscovered;;3;335;1250000;Legendary;;;100;150;140;100;90;90;670;0;3;0;0;0;0;EX Emerald;5;
384;384_1;Rayquaza;Mega Rayquaza;3;10.8;392;Dragon;Flying;Delta Stream;;;Green;0;0;100;120;Undiscovered;;45;351;1250000;Legendary;Mega;;105;180;100;180;100;115;780;0;2;0;1;0;0;XY Roaring Skies;61;x
384;384_0;Rayquaza;Rayquaza;3;7;206.5;Dragon;Flying;Air Lock;;;Green;0;0;100;120;Undiscovered;;45;340;1250000;Legendary;;;105;150;90;150;90;95;680;0;2;0;1;0;0;EX Deoxys;22;x
385;385_0;Jirachi;Jirachi;3;0.3;1.1;Steel;Psychic;Serene Grace;;;Yellow;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;100;100;100;100;100;100;600;3;0;0;0;0;0;EX Hidden Legends;8;x
386;386_0;Deoxys;Deoxys;3;1.7;60.8;Psychic;;Pressure;;;Red;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;50;150;50;150;50;150;600;0;1;0;1;0;1;EX Deoxys;16;x
386;386_1;Deoxys;Deoxys Attack Form;3;1.7;60.8;Psychic;;Pressure;;;Red;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;50;180;20;180;20;150;600;0;2;0;1;0;0;EX Deoxys;17;x
386;386_2;Deoxys;Deoxys Defense Form;3;1.7;60.8;Psychic;;Pressure;;;Red;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;50;70;160;70;160;90;600;0;0;2;0;1;0;EX Deoxys;18;x
386;386_3;Deoxys;Deoxys Speed Form;3;1.7;60.8;Psychic;;Pressure;;;Red;0;0;100;120;Undiscovered;;3;300;1250000;Mythical;;;50;95;90;95;90;180;600;0;0;0;0;0;3;EX Emerald;2;x
387;387_0;Turtwig;Turtwig;4;0.4;10.2;Grass;;Overgrow;;Shell Armor;Green;87.5;12.5;0;20;Monster;Grass;45;64;1059860;Ordinary;;;55;68;64;45;55;31;318;0;1;0;0;0;0;Diamond & Pearl;103;x
388;388_0;Grotle;Grotle;4;1.1;97;Grass;;Overgrow;;Shell Armor;Green;87.5;12.5;0;20;Monster;Grass;45;142;1059860;Ordinary;;;75;89;85;55;65;36;405;0;1;1;0;0;0;Diamond & Pearl;49;x
389;389_0;Torterra;Torterra;4;2.2;310;Grass;Ground;Overgrow;;Shell Armor;Green;87.5;12.5;0;20;Monster;Grass;45;236;1059860;Ordinary;;;95;109;105;75;85;56;525;0;2;1;0;0;0;Diamond & Pearl;17;x
390;390_0;Chimchar;Chimchar;4;0.5;6.2;Fire;;Blaze;;Iron Fist;Brown;87.5;12.5;0;20;Ground;Human-Like;45;62;1059860;Ordinary;;;44;58;44;58;44;61;309;0;0;0;0;0;1;Diamond & Pearl;76;x
391;391_0;Monferno;Monferno;4;0.9;22;Fire;Fighting;Blaze;;Iron Fist;Brown;87.5;12.5;0;20;Ground;Human-Like;45;142;1059860;Ordinary;;;64;78;52;78;52;81;405;0;0;0;1;0;1;Diamond & Pearl;56;x
392;392_0;Infernape;Infernape;4;1.2;55;Fire;Fighting;Blaze;;Iron Fist;Brown;87.5;12.5;0;20;Ground;Human-Like;45;240;1059860;Ordinary;;;76;104;71;104;71;108;534;0;1;0;1;0;1;Diamond & Pearl;5;x
393;393_0;Piplup;Piplup;4;0.4;5.2;Water;;Torrent;;Defiant;Blue;87.5;12.5;0;20;Water1;Ground;45;63;1059860;Ordinary;;;53;51;53;61;56;40;314;0;0;0;1;0;0;Diamond & Pearl;93;x
394;394_0;Prinplup;Prinplup;4;0.8;23;Water;;Torrent;;Defiant;Blue;87.5;12.5;0;20;Water1;Ground;45;142;1059860;Ordinary;;;64;66;68;81;76;50;405;0;0;0;2;0;0;Diamond & Pearl;58;x
395;395_0;Empoleon;Empoleon;4;1.7;84.5;Water;Steel;Torrent;;Defiant;Blue;87.5;12.5;0;20;Water1;Ground;45;239;1059860;Ordinary;;;84;86;88;111;101;60;530;0;0;0;3;0;0;Diamond & Pearl;4;x
396;396_0;Starly;Starly;4;0.3;2;Normal;Flying;Keen Eye;;Reckless;Brown;50;50;0;15;Flying;;255;49;1059860;Ordinary;;;40;55;30;30;30;60;245;0;0;0;0;0;1;Diamond & Pearl;101;x
397;397_0;Staravia;Staravia;4;0.6;15.5;Normal;Flying;Intimidate;;Reckless;Brown;50;50;0;15;Flying;;120;119;1059860;Ordinary;;;55;75;50;40;40;80;340;0;0;0;0;0;2;Diamond & Pearl;64;x
398;398_0;Staraptor;Staraptor;4;1.2;24.9;Normal;Flying;Intimidate;;Reckless;Brown;50;50;0;15;Flying;;45;243;1059860;Ordinary;;;85;120;70;50;60;100;485;0;3;0;0;0;0;Diamond & Pearl;16;x
398;398_2;Staraptor;Mega Staraptor;4;;;;;;;;;;;;;;;;;;;Mega;;;;;;;;;;;;;;;;;
399;399_0;Bidoof;Bidoof;4;0.5;20;Normal;;Simple;Unaware;Moody;Brown;50;50;0;15;Water1;Ground;255;50;1000000;Ordinary;;;59;45;40;35;40;31;250;1;0;0;0;0;0;Diamond & Pearl;70;x
400;400_0;Bibarel;Bibarel;4;1;31.5;Normal;Water;Simple;Unaware;Moody;Brown;50;50;0;15;Water1;Ground;127;144;1000000;Ordinary;;;79;85;60;55;60;71;410;0;2;0;0;0;0;Diamond & Pearl;20;x
401;401_0;Kricketot;Kricketot;4;0.3;2.2;Bug;;Shed Skin;;Run Away;Red;50;50;0;15;Bug;;255;39;1059860;Ordinary;;;37;25;41;25;41;25;194;0;0;1;0;0;0;DP Mysterious Treasures;86;x
402;402_0;Kricketune;Kricketune;4;1;25.5;Bug;;Swarm;;Technician;Red;50;50;0;15;Bug;;45;134;1059860;Ordinary;;;77;85;51;55;51;65;384;0;2;0;0;0;0;DP Mysterious Treasures;27;x
403;403_0;Shinx;Shinx;4;0.5;9.5;Electric;;Rivalry;Intimidate;Guts;Blue;50;50;0;20;Ground;;235;53;1059860;Ordinary;;;45;65;34;40;34;45;263;0;1;0;0;0;0;Diamond & Pearl;98;x
404;404_0;Luxio;Luxio;4;0.9;30.5;Electric;;Rivalry;Intimidate;Guts;Blue;50;50;0;20;Ground;;120;127;1059860;Ordinary;;;60;85;49;60;49;60;363;0;2;0;0;0;0;Diamond & Pearl;52;x
405;405_0;Luxray;Luxray;4;1.4;42;Electric;;Rivalry;Intimidate;Guts;Blue;50;50;0;20;Ground;;45;262;1059860;Ordinary;;;80;120;79;95;79;70;523;0;3;0;0;0;0;Diamond & Pearl;7;x
406;406_0;Budew;Budew;4;0.2;1.2;Grass;Poison;Natural Cure;Poison Point;Leaf Guard;Green;50;50;0;20;Undiscovered;;255;56;1059860;Ordinary;;;40;30;35;50;70;55;280;0;0;0;1;0;0;Diamond & Pearl;43;x
407;407_0;Roserade;Roserade;4;0.9;14.5;Grass;Poison;Natural Cure;Poison Point;Technician;Green;50;50;0;20;Fairy;Grass;75;258;1059860;Ordinary;;;60;70;65;125;105;90;515;0;0;0;3;0;0;Diamond & Pearl;13;x
408;408_0;Cranidos;Cranidos;4;0.9;31.5;Rock;;Mold Breaker;;Sheer Force;Blue;87.5;12.5;0;30;Monster;;45;70;600000;Ordinary;;;67;125;40;30;30;58;350;0;1;0;0;0;0;DP Mysterious Treasures;43;
409;409_0;Rampardos;Rampardos;4;1.6;102.5;Rock;;Mold Breaker;;Sheer Force;Blue;87.5;12.5;0;30;Monster;;45;173;600000;Ordinary;;;97;165;60;65;50;58;495;0;2;0;0;0;0;DP Mysterious Treasures;33;x
410;410_0;Shieldon;Shieldon;4;0.5;57;Rock;Steel;Sturdy;;Soundproof;Gray;87.5;12.5;0;30;Monster;;45;70;600000;Ordinary;;;30;42;118;42;88;30;350;0;0;1;0;0;0;DP Mysterious Treasures;63;x
411;411_0;Bastiodon;Bastiodon;4;1.3;149.5;Rock;Steel;Sturdy;;Soundproof;Gray;87.5;12.5;0;30;Monster;;45;173;600000;Ordinary;;;60;52;168;47;138;30;495;0;0;2;0;0;0;DP Mysterious Treasures;21;x
412;412_0;Burmy;Burmy Plant Form;4;0.2;3.4;Bug;;Shed Skin;;Overcoat;Green;50;50;0;15;Bug;;120;45;1000000;Ordinary;;;40;29;45;29;45;36;224;0;0;0;0;1;0;DP Secret Wonders;78;x
412;412_1;Burmy;Burmy Sandy Form;4;0.2;3.4;Bug;;Shed Skin;;Overcoat;Brown;50;50;0;15;Bug;;120;45;1000000;Ordinary;;;40;29;45;29;45;36;224;0;0;0;0;1;0;DP Secret Wonders;79;x
412;412_2;Burmy;Burmy Trash Form;4;0.2;3.4;Bug;;Shed Skin;;Overcoat;Red;50;50;0;15;Bug;;120;45;1000000;Ordinary;;;40;29;45;29;45;36;224;0;0;0;0;1;0;DP Secret Wonders;80;x
413;413_0;Wormadam;Wormadam Plant Form;4;0.5;6.5;Bug;Grass;Anticipation;;Overcoat;Green;0;100;0;15;Bug;;45;148;1000000;Ordinary;;;60;59;85;79;105;36;424;0;0;0;0;2;0;DP Secret Wonders;41;
413;413_1;Wormadam;Wormadam Sandy Form;4;0.5;6.5;Bug;Ground;Anticipation;;Overcoat;Brown;0;100;0;15;Bug;;45;148;1000000;Ordinary;;;60;79;105;59;85;36;424;0;0;2;0;0;0;DP Secret Wonders;42;x
413;413_2;Wormadam;Wormadam Trash Form;4;0.5;6.5;Bug;Steel;Anticipation;;Overcoat;Red;0;100;0;15;Bug;;45;148;1000000;Ordinary;;;60;69;95;69;95;36;424;0;0;1;0;1;0;DP Secret Wonders;43;x
414;414_0;Mothim;Mothim;4;0.9;23.3;Bug;Flying;Swarm;;Tinted Lens;Yellow;100;0;0;15;Bug;;45;148;1000000;Ordinary;;;70;94;50;94;50;66;424;0;1;0;1;0;0;DP Secret Wonders;33;
415;415_0;Combee;Combee;4;0.3;5.5;Bug;Flying;Honey Gather;;Hustle;Yellow;87.5;12.5;0;15;Bug;;120;49;1059860;Ordinary;;;30;30;42;30;42;70;244;0;0;0;0;0;1;Diamond & Pearl;79;x
416;416_0;Vespiquen;Vespiquen;4;1.2;38.5;Bug;Flying;Pressure;;Unnerve;Yellow;0;100;0;15;Bug;;45;166;1059860;Ordinary;;;70;80;102;80;102;40;474;0;0;1;0;1;0;Diamond & Pearl;39;x
417;417_0;Pachirisu;Pachirisu;4;0.4;3.9;Electric;;Run Away;Pickup;Volt Absorb;White;50;50;0;10;Ground;Fairy;200;142;1000000;Ordinary;;;60;45;70;45;90;95;405;0;0;0;0;0;1;DP Great Encounters;5;x
418;418_0;Buizel;Buizel;4;0.7;29.5;Water;;Swift Swim;;Water Veil;Brown;50;50;0;20;Water1;Ground;190;66;1000000;Ordinary;;;55;65;35;60;30;85;330;0;0;0;0;0;1;Diamond & Pearl;72;x
419;419_0;Floatzel;Floatzel;4;1.1;33.5;Water;;Swift Swim;;Water Veil;Brown;50;50;0;20;Water1;Ground;75;173;1000000;Ordinary;;;85;105;55;85;50;115;495;0;0;0;0;0;2;Diamond & Pearl;26;x
420;420_0;Cherubi;Cherubi;4;0.4;3.3;Grass;;Chlorophyll;;;Pink;50;50;0;20;Fairy;Grass;190;55;1000000;Ordinary;;;45;35;45;62;53;35;275;0;0;0;1;0;0;Diamond & Pearl;75;x
421;421_0;Cherrim;Cherrim;4;0.5;9.3;Grass;;Flower Gift;;;Purple;50;50;0;20;Fairy;Grass;75;158;1000000;Ordinary;;;70;60;70;87;78;85;450;0;0;0;2;0;0;PL Arceus;15;
421;421_1;Cherrim;Cherrim Sunshine Form;4;0.5;9.3;Grass;;Flower Gift;;;Pink;50;50;0;20;Fairy;Grass;75;158;1000000;Ordinary;;;70;60;70;87;78;85;450;0;0;0;2;0;0;Diamond & Pearl;45;x
422;422_1;Shellos;Shellos East-Sea Form;4;0.3;6.3;Water;;Sticky Hold;Storm Drain;Sand Force;Purple;50;50;0;20;Water1;Amorphous;190;65;1000000;Ordinary;;;76;48;48;57;62;34;325;1;0;0;0;0;0;DP Secret Wonders;106;x
422;422_0;Shellos;Shellos West-Sea Form;4;0.3;6.3;Water;;Sticky Hold;Storm Drain;Sand Force;Blue;50;50;0;20;Water1;Amorphous;190;65;1000000;Ordinary;;;76;48;48;57;62;34;325;1;0;0;0;0;0;DP Secret Wonders;107;x
423;423_1;Gastrodon;Gastrodon East-Sea Form;4;0.9;29.9;Water;Ground;Sticky Hold;Storm Drain;Sand Force;Purple;50;50;0;20;Water1;Amorphous;75;166;1000000;Ordinary;;;111;83;68;92;82;39;475;2;0;0;0;0;0;DP Secret Wonders;8;x
423;423_0;Gastrodon;Gastrodon West-Sea Form;4;0.9;29.9;Water;Ground;Sticky Hold;Storm Drain;Sand Force;Blue;50;50;0;20;Water1;Amorphous;75;166;1000000;Ordinary;;;111;83;68;92;82;39;475;2;0;0;0;0;0;DP Secret Wonders;9;x
424;424_0;Ambipom;Ambipom;4;1.2;20.3;Normal;;Technician;Pickup;Skill Link;Purple;50;50;0;20;Ground;;45;169;800000;Ordinary;;;75;100;66;60;66;115;482;0;0;0;0;0;2;DP Mysterious Treasures;3;
425;425_0;Drifloon;Drifloon;4;0.4;1.2;Ghost;Flying;Aftermath;Unburden;Flare Boost;Purple;50;50;0;30;Amorphous;;125;70;1640000;Ordinary;;;90;50;34;60;44;70;348;1;0;0;0;0;0;Diamond & Pearl;46;x
426;426_0;Drifblim;Drifblim;4;1.2;15;Ghost;Flying;Aftermath;Unburden;Flare Boost;Purple;50;50;0;30;Amorphous;;60;174;1640000;Ordinary;;;150;80;44;90;54;80;498;2;0;0;0;0;0;Diamond & Pearl;24;x
427;427_0;Buneary;Buneary;4;0.4;5.5;Normal;;Run Away;Klutz;Limber;Brown;50;50;0;20;Ground;Human-Like;190;70;1000000;Ordinary;;;55;66;44;44;56;85;350;0;0;0;0;0;1;Diamond & Pearl;73;x
428;428_0;Lopunny;Lopunny;4;1.2;33.3;Normal;;Cute Charm;Klutz;Limber;Brown;50;50;0;20;Ground;Human-Like;60;168;1000000;Ordinary;;;65;76;84;54;96;105;480;0;0;0;0;0;2;Diamond & Pearl;30;x
428;428_1;Lopunny;Mega Lopunny;4;1.3;28.3;Normal;Fighting;Scrappy;;;Brown;50;50;0;20;Ground;Human-Like;60;203;1000000;Ordinary;Mega;;65;136;94;54;96;135;580;0;0;0;0;0;2;SM Cosmic Eclipse;165;
429;429_0;Mismagius;Mismagius;4;0.9;4.4;Ghost;;Levitate;;;Purple;50;50;0;25;Amorphous;;45;173;800000;Ordinary;;;60;60;60;105;105;105;495;0;0;0;1;1;0;Diamond & Pearl;10;x
430;430_0;Honchkrow;Honchkrow;4;0.9;27.3;Dark;Flying;Insomnia;Super Luck;Moxie;Black;50;50;0;20;Flying;;30;177;1059860;Ordinary;;;100;125;52;105;52;71;505;0;2;0;0;0;0;DP Mysterious Treasures;10;x
431;431_0;Glameow;Glameow;4;0.5;3.9;Normal;;Limber;Own Tempo;Keen Eye;Gray;25;75;0;20;Ground;;190;62;800000;Ordinary;;;49;55;42;42;37;85;310;0;0;0;0;0;1;Diamond & Pearl;83;x
432;432_0;Purugly;Purugly;4;1;43.8;Normal;;Thick Fat;Own Tempo;Defiant;Gray;25;75;0;20;Ground;;75;158;800000;Ordinary;;;71;82;64;64;59;112;452;0;0;0;0;0;2;Diamond & Pearl;36;x
433;433_0;Chingling;Chingling;4;0.2;0.6;Psychic;;Levitate;;;Yellow;50;50;0;25;Undiscovered;;120;57;800000;Ordinary;;;45;30;50;65;50;45;285;0;0;0;1;0;0;DP Mysterious Treasures;42;
434;434_0;Stunky;Stunky;4;0.4;19.2;Poison;Dark;Stench;Aftermath;Keen Eye;Purple;50;50;0;20;Ground;;225;66;1000000;Ordinary;;;63;63;47;41;41;74;329;0;0;0;0;0;1;Diamond & Pearl;102;x
435;435_0;Skuntank;Skuntank;4;1;38;Poison;Dark;Stench;Aftermath;Keen Eye;Purple;50;50;0;20;Ground;;60;168;1000000;Ordinary;;;103;93;67;71;61;84;479;2;0;0;0;0;0;Diamond & Pearl;15;x
436;436_0;Bronzor;Bronzor;4;0.5;60.5;Steel;Psychic;Levitate;Heatproof;Heavy Metal;Green;0;0;100;20;Mineral;;255;60;1000000;Ordinary;;;57;24;86;24;86;23;300;0;0;1;0;0;0;DP Mysterious Treasures;74;x
437;437_0;Bronzong;Bronzong;4;1.3;187;Steel;Psychic;Levitate;Heatproof;Heavy Metal;Green;0;0;100;20;Mineral;;90;175;1000000;Ordinary;;;67;89;116;79;116;33;500;0;0;1;0;1;0;DP Mysterious Treasures;6;x
438;438_0;Bonsly;Bonsly;4;0.5;15;Rock;;Sturdy;Rock Head;Rattled;Brown;50;50;0;20;Undiscovered;;255;58;1000000;Ordinary;;;50;80;95;10;45;10;290;0;0;1;0;0;0;Diamond & Pearl;71;x
439;439_0;Mime Jr.;Mime Jr.;4;0.6;13;Psychic;Fairy;Soundproof;Filter;Technician;Pink;50;50;0;25;Undiscovered;;145;62;1000000;Ordinary;;;20;25;45;70;90;60;310;0;0;0;0;1;0;Diamond & Pearl;90;x
440;440_0;Happiny;Happiny;4;0.6;24.4;Normal;;Natural Cure;Serene Grace;Friend Guard;Pink;0;100;0;40;Undiscovered;;130;110;800000;Ordinary;;;100;5;5;15;65;30;220;1;0;0;0;0;0;DP Mysterious Treasures;52;x
441;441_0;Chatot;Chatot;4;0.5;1.9;Normal;Flying;Keen Eye;Tangled Feet;Big Pecks;Black;50;50;0;20;Flying;;30;144;1059860;Ordinary;;;76;65;45;92;42;91;411;0;1;0;0;0;0;Diamond & Pearl;74;x
442;442_0;Spiritomb;Spiritomb;4;1;108;Ghost;Dark;Pressure;;Infiltrator;Purple;50;50;0;30;Amorphous;;100;170;1000000;Ordinary;;;50;92;108;92;108;35;485;0;0;1;0;1;0;DP Legends Awakened;16;x
443;443_0;Gible;Gible;4;0.7;20.5;Dragon;Ground;Sand Veil;;Rough Skin;Blue;50;50;0;40;Monster;Dragon;45;60;1250000;Ordinary;;;58;70;45;40;45;42;300;0;1;0;0;0;0;DP Mysterious Treasures;85;x
